# Directed graph: reachability.txt
# Transportation reachability of cities in the United States and Canada
# (edge from i to j if the estimated travel time from i to j is less than a threshold)
# Edges are weighted by similarity (more negative --> more dissimilar)
# Nodes: 456 Edges: 27677
# FromNodeId ToNodeId Weight
130 94 -245
133 94 -181
136 94 -185
137 94 -204
139 94 -174
140 94 -57
142 94 -124
143 94 -145
147 94 -230
149 94 -227
152 94 -224
153 94 -157
157 94 -223
159 94 -171
160 94 -219
162 94 -155
163 94 -96
164 94 -231
168 94 -130
170 94 -223
171 94 -215
178 94 -55
180 94 -116
184 94 -135
187 94 -224
190 94 -86
191 94 -237
193 94 -159
201 94 -230
204 94 -90
211 94 -47
214 94 -225
217 94 -137
221 94 -249
222 94 -115
223 94 -148
224 94 -249
228 94 -189
229 94 -77
230 94 -144
232 94 -209
233 94 -55
237 94 -135
241 94 -60
245 94 -60
246 94 -168
247 94 -127
248 94 -55
251 94 -136
253 94 -190
255 94 -221
259 94 -92
260 94 -224
264 94 -89
266 94 -180
267 94 -60
268 94 -140
269 94 -144
272 94 -101
274 94 -123
276 94 -159
279 94 -205
280 94 -234
281 94 -210
284 94 -195
285 94 -235
290 94 -116
293 94 -80
294 94 -218
298 94 -196
301 94 -239
302 94 -201
304 94 -50
305 94 -109
306 94 -168
307 94 -170
308 94 -165
310 94 -219
312 94 -193
313 94 -163
314 94 -228
319 94 -114
321 94 -119
323 94 -207
324 94 -125
326 94 -170
328 94 -248
331 94 -209
337 94 -195
341 94 -223
342 94 -176
344 94 -232
348 94 -188
349 94 -240
350 94 -190
351 94 -244
354 94 -249
355 94 -199
356 94 -239
360 94 -183
362 94 -215
364 94 -143
365 94 -56
366 94 -55
367 94 -170
368 94 -192
369 94 -196
372 94 -174
381 94 -156
382 94 -224
383 94 -215
388 94 -54
390 94 -249
393 94 -223
395 94 -206
396 94 -75
398 94 -231
402 94 -100
404 94 -209
406 94 -209
407 94 -228
408 94 -158
409 94 -214
411 94 -54
416 94 -195
419 94 -125
420 94 -55
421 94 -164
423 94 -51
424 94 -219
428 94 -238
430 94 -168
432 94 -49
434 94 -183
438 94 -230
440 94 -179
443 94 -50
444 94 -69
455 94 -238
3 95 -163
5 95 -174
6 95 -187
8 95 -244
9 95 -182
12 95 -204
15 95 -163
16 95 -192
18 95 -177
19 95 -87
20 95 -197
21 95 -207
23 95 -225
27 95 -85
39 95 -187
40 95 -180
41 95 -244
43 95 -146
46 95 -213
52 95 -148
54 95 -183
55 95 -215
59 95 -165
63 95 -173
65 95 -150
66 95 -187
67 95 -148
68 95 -85
69 95 -168
71 95 -164
74 95 -63
76 95 -37
78 95 -52
81 95 -233
84 95 -163
85 95 -180
87 95 -211
94 95 -132
96 95 -221
100 95 -160
102 95 -65
107 95 -178
109 95 -189
110 95 -215
117 95 -192
119 95 -166
120 95 -225
123 95 -138
125 95 -205
127 95 -185
128 95 -218
129 95 -158
130 95 -184
136 95 -234
137 95 -172
139 95 -238
142 95 -240
144 95 -207
153 95 -153
157 95 -162
159 95 -158
161 95 -201
162 95 -170
163 95 -202
169 95 -174
170 95 -193
175 95 -216
178 95 -148
179 95 -200
180 95 -182
184 95 -132
187 95 -190
188 95 -225
189 95 -201
190 95 -205
193 95 -197
194 95 -201
198 95 -213
201 95 -157
204 95 -184
210 95 -248
214 95 -160
217 95 -158
221 95 -154
222 95 -241
223 95 -237
227 95 -163
229 95 -249
231 95 -200
233 95 -229
237 95 -138
240 95 -198
241 95 -180
247 95 -138
249 95 -211
250 95 -207
251 95 -156
252 95 -208
254 95 -230
255 95 -170
256 95 -205
263 95 -241
264 95 -177
265 95 -221
266 95 -234
268 95 -80
269 95 -115
272 95 -216
274 95 -165
276 95 -218
279 95 -219
280 95 -213
285 95 -180
286 95 -179
290 95 -174
291 95 -221
292 95 -208
293 95 -215
294 95 -108
295 95 -188
296 95 -199
298 95 -179
304 95 -210
305 95 -195
308 95 -135
309 95 -223
312 95 -179
314 95 -216
317 95 -217
319 95 -207
321 95 -157
323 95 -94
326 95 -150
330 95 -223
336 95 -198
337 95 -240
341 95 -150
342 95 -168
349 95 -185
350 95 -168
352 95 -158
354 95 -184
355 95 -200
361 95 -159
363 95 -197
365 95 -239
366 95 -240
376 95 -233
381 95 -190
385 95 -216
388 95 -211
389 95 -230
390 95 -197
393 95 -150
395 95 -158
396 95 -184
402 95 -75
403 95 -201
406 95 -168
407 95 -192
411 95 -231
415 95 -158
416 95 -153
417 95 -179
418 95 -146
420 95 -210
421 95 -239
423 95 -232
427 95 -207
432 95 -226
434 95 -85
438 95 -175
440 95 -240
441 95 -194
443 95 -224
444 95 -216
445 95 -169
447 95 -246
449 95 -201
8 96 -234
9 96 -250
16 96 -202
19 96 -74
27 96 -230
32 96 -235
40 96 -178
43 96 -230
67 96 -243
68 96 -219
69 96 -223
71 96 -179
74 96 -225
76 96 -225
78 96 -225
84 96 -180
85 96 -196
86 96 -214
87 96 -183
101 96 -240
102 96 -243
123 96 -202
127 96 -248
128 96 -205
159 96 -213
162 96 -180
163 96 -218
178 96 -245
180 96 -180
190 96 -201
193 96 -31
204 96 -249
217 96 -165
222 96 -225
237 96 -204
241 96 -229
247 96 -209
249 96 -214
250 96 -201
263 96 -31
264 96 -203
265 96 -193
268 96 -239
272 96 -200
274 96 -249
279 96 -224
290 96 -180
293 96 -214
294 96 -162
296 96 -244
308 96 -30
319 96 -194
321 96 -243
323 96 -245
326 96 -235
342 96 -195
350 96 -224
352 96 -234
388 96 -225
402 96 -229
415 96 -234
418 96 -219
421 96 -204
434 96 -126
19 97 -226
23 97 -224
59 97 -151
68 97 -244
94 97 -187
100 97 -227
101 97 -181
127 97 -151
137 97 -186
198 97 -227
214 97 -136
255 97 -156
264 97 -169
269 97 -186
290 97 -174
304 97 -197
310 97 -243
312 97 -193
342 97 -231
402 97 -49
420 97 -164
444 97 -184
46 98 -209
70 98 -181
132 98 -219
148 98 -80
166 98 -75
275 98 -230
280 98 -128
309 98 -213
384 98 -235
400 98 -185
401 98 -60
416 98 -243
431 98 -170
8 99 -200
32 99 -215
33 99 -207
81 99 -190
94 99 -210
163 99 -225
178 99 -102
190 99 -220
222 99 -205
223 99 -195
241 99 -240
272 99 -230
276 99 -230
293 99 -218
304 99 -240
388 99 -210
411 99 -225
420 99 -231
423 99 -205
2 100 -209
3 100 -190
4 100 -60
7 100 -70
8 100 -250
10 100 -56
13 100 -93
15 100 -212
17 100 -53
19 100 -185
23 100 -128
26 100 -214
27 100 -230
33 100 -240
35 100 -248
38 100 -85
40 100 -177
41 100 -97
45 100 -103
47 100 -95
49 100 -210
53 100 -128
56 100 -235
57 100 -140
60 100 -69
62 100 -193
63 100 -120
64 100 -91
65 100 -246
68 100 -209
72 100 -35
74 100 -145
75 100 -250
76 100 -176
78 100 -184
79 100 -173
80 100 -116
81 100 -234
82 100 -38
83 100 -227
86 100 -188
90 100 -241
91 100 -73
92 100 -245
94 100 -110
95 100 -175
97 100 -240
101 100 -107
102 100 -183
104 100 -118
106 100 -80
109 100 -249
110 100 -210
111 100 -78
112 100 -210
113 100 -155
115 100 -100
116 100 -205
118 100 -145
121 100 -148
122 100 -226
125 100 -112
126 100 -80
127 100 -110
133 100 -125
135 100 -210
140 100 -220
145 100 -72
147 100 -82
149 100 -195
150 100 -228
151 100 -90
152 100 -60
156 100 -111
157 100 -210
164 100 -67
171 100 -85
172 100 -187
178 100 -135
182 100 -210
184 100 -160
190 100 -248
192 100 -123
201 100 -249
202 100 -185
204 100 -100
206 100 -84
211 100 -213
217 100 -205
221 100 -220
223 100 -238
224 100 -221
228 100 -43
229 100 -245
230 100 -105
233 100 -212
235 100 -245
236 100 -231
238 100 -80
240 100 -87
241 100 -125
243 100 -230
245 100 -234
246 100 -126
251 100 -144
253 100 -224
255 100 -233
257 100 -210
260 100 -61
261 100 -147
264 100 -153
268 100 -145
269 100 -118
271 100 -114
273 100 -217
274 100 -136
276 100 -250
278 100 -144
281 100 -59
284 100 -243
285 100 -245
290 100 -165
293 100 -168
294 100 -243
301 100 -68
302 100 -144
304 100 -93
305 100 -89
306 100 -127
307 100 -130
308 100 -223
310 100 -242
311 100 -210
312 100 -243
313 100 -122
316 100 -128
318 100 -215
321 100 -246
323 100 -241
324 100 -99
325 100 -95
326 100 -199
328 100 -200
329 100 -145
331 100 -143
332 100 -220
337 100 -39
341 100 -245
344 100 -68
345 100 -237
346 100 -212
348 100 -120
349 100 -250
351 100 -70
354 100 -199
356 100 -61
360 100 -135
364 100 -70
365 100 -221
366 100 -123
367 100 -134
368 100 -139
369 100 -143
370 100 -232
372 100 -137
373 100 -84
374 100 -230
382 100 -55
383 100 -148
386 100 -98
388 100 -218
390 100 -92
393 100 -248
394 100 -125
395 100 -238
396 100 -108
398 100 -216
399 100 -180
402 100 -132
404 100 -60
408 100 -216
409 100 -64
411 100 -220
416 100 -210
419 100 -106
420 100 -100
421 100 -238
422 100 -201
423 100 -223
424 100 -62
428 100 -169
432 100 -220
434 100 -212
435 100 -229
438 100 -227
443 100 -229
444 100 -80
448 100 -170
451 100 -134
452 100 -115
455 100 -201
1 101 -195
2 101 -221
3 101 -217
7 101 -223
8 101 -235
10 101 -215
11 101 -210
13 101 -226
15 101 -148
17 101 -194
19 101 -131
21 101 -246
23 101 -225
27 101 -238
32 101 -239
36 101 -200
38 101 -226
40 101 -226
41 101 -202
43 101 -161
47 101 -230
49 101 -185
52 101 -211
59 101 -158
64 101 -250
65 101 -170
66 101 -233
67 101 -242
68 101 -235
71 101 -219
72 101 -184
74 101 -68
76 101 -97
78 101 -213
81 101 -210
82 101 -191
86 101 -184
90 101 -248
91 101 -246
94 101 -108
95 101 -229
97 101 -191
100 101 -95
102 101 -110
107 101 -229
110 101 -192
111 101 -236
112 101 -169
119 101 -221
120 101 -198
123 101 -205
125 101 -195
126 101 -248
127 101 -207
129 101 -183
137 101 -206
142 101 -238
143 101 -161
144 101 -249
150 101 -193
152 101 -202
153 101 -155
157 101 -152
159 101 -235
160 101 -220
162 101 -222
163 101 -230
164 101 -223
167 101 -218
168 101 -245
169 101 -239
178 101 -135
179 101 -213
180 101 -230
184 101 -173
185 101 -195
190 101 -235
193 101 -230
201 101 -170
211 101 -215
222 101 -235
227 101 -169
228 101 -216
229 101 -245
230 101 -170
231 101 -230
232 101 -243
233 101 -212
237 101 -188
241 101 -174
247 101 -183
248 101 -246
251 101 -155
254 101 -228
255 101 -163
256 101 -213
259 101 -240
264 101 -95
267 101 -224
268 101 -70
269 101 -61
270 101 -217
276 101 -230
279 101 -230
281 101 -204
284 101 -220
285 101 -161
290 101 -200
293 101 -242
294 101 -241
295 101 -241
298 101 -238
308 101 -170
309 101 -235
310 101 -191
312 101 -212
314 101 -245
319 101 -247
323 101 -240
324 101 -167
326 101 -196
337 101 -226
342 101 -238
344 101 -225
349 101 -188
350 101 -242
351 101 -234
355 101 -212
356 101 -226
361 101 -188
364 101 -218
365 101 -244
366 101 -232
373 101 -240
379 101 -249
382 101 -213
388 101 -242
393 101 -166
395 101 -195
396 101 -236
398 101 -147
402 101 -65
404 101 -196
406 101 -246
407 101 -246
409 101 -249
415 101 -166
416 101 -181
417 101 -187
418 101 -242
421 101 -207
432 101 -210
434 101 -156
437 101 -195
438 101 -206
441 101 -246
443 101 -205
451 101 -245
1 102 -225
3 102 -62
5 102 -199
6 102 -101
8 102 -227
9 102 -105
11 102 -72
15 102 -79
16 102 -105
18 102 -201
19 102 -113
21 102 -196
23 102 -192
27 102 -96
28 102 -144
32 102 -235
33 102 -239
36 102 -247
39 102 -91
40 102 -119
41 102 -227
43 102 -97
46 102 -130
48 102 -230
49 102 -212
51 102 -248
52 102 -70
54 102 -230
55 102 -114
59 102 -226
63 102 -100
65 102 -92
66 102 -130
67 102 -97
68 102 -101
69 102 -120
71 102 -218
72 102 -243
74 102 -55
76 102 -65
77 102 -222
78 102 -45
81 102 -244
83 102 -230
84 102 -124
85 102 -214
86 102 -60
94 102 -148
95 102 -67
97 102 -232
100 102 -161
101 102 -108
106 102 -248
107 102 -228
108 102 -215
109 102 -190
110 102 -111
112 102 -187
117 102 -80
119 102 -63
123 102 -85
125 102 -201
127 102 -130
128 102 -208
129 102 -40
130 102 -216
131 102 -242
134 102 -244
136 102 -175
137 102 -231
139 102 -170
140 102 -222
142 102 -230
143 102 -57
144 102 -234
150 102 -216
153 102 -49
157 102 -73
159 102 -115
160 102 -207
161 102 -226
162 102 -108
163 102 -222
165 102 -240
169 102 -95
170 102 -117
173 102 -215
175 102 -211
178 102 -164
179 102 -176
180 102 -115
184 102 -69
185 102 -242
189 102 -117
190 102 -142
193 102 -136
194 102 -201
197 102 -230
198 102 -209
201 102 -50
204 102 -113
215 102 -67
217 102 -100
221 102 -196
222 102 -242
223 102 -244
226 102 -180
227 102 -43
230 102 -226
231 102 -87
232 102 -230
234 102 -242
237 102 -85
240 102 -127
241 102 -135
242 102 -57
244 102 -227
247 102 -82
249 102 -201
250 102 -234
251 102 -71
252 102 -120
253 102 -228
255 102 -234
256 102 -97
257 102 -194
264 102 -110
266 102 -182
268 102 -67
269 102 -91
270 102 -216
272 102 -237
274 102 -95
276 102 -217
279 102 -222
280 102 -114
282 102 -246
284 102 -212
285 102 -68
286 102 -110
288 102 -242
290 102 -85
291 102 -221
292 102 -218
293 102 -149
294 102 -106
295 102 -110
296 102 -216
298 102 -111
303 102 -250
304 102 -151
305 102 -120
308 102 -155
309 102 -105
310 102 -241
312 102 -211
314 102 -226
315 102 -165
317 102 -70
319 102 -220
321 102 -163
323 102 -98
324 102 -223
326 102 -58
327 102 -179
330 102 -127
336 102 -117
337 102 -250
339 102 -130
341 102 -238
342 102 -105
344 102 -241
350 102 -108
352 102 -95
354 102 -105
355 102 -73
361 102 -45
363 102 -194
364 102 -210
366 102 -181
376 102 -170
379 102 -92
381 102 -135
383 102 -245
385 102 -207
388 102 -145
389 102 -236
390 102 -212
393 102 -65
395 102 -206
396 102 -125
398 102 -177
402 102 -80
403 102 -85
406 102 -86
407 102 -219
408 102 -155
415 102 -42
416 102 -69
417 102 -63
418 102 -127
420 102 -141
421 102 -196
427 102 -234
434 102 -84
435 102 -211
436 102 -210
438 102 -90
440 102 -177
441 102 -110
444 102 -217
445 102 -100
449 102 -201
49 103 -78
150 103 -35
269 103 -152
398 103 -229
7 104 -243
17 104 -233
72 104 -241
100 104 -121
444 104 -245
448 104 -37
14 105 -80
89 105 -230
124 105 -196
208 105 -250
7 106 -195
10 106 -221
17 106 -235
38 106 -216
47 106 -205
72 106 -190
82 106 -153
100 106 -80
111 106 -190
115 106 -245
145 106 -25
152 106 -176
164 106 -230
178 106 -250
204 106 -80
228 106 -223
241 106 -197
268 106 -210
281 106 -225
324 106 -230
329 106 -50
337 106 -180
344 106 -235
348 106 -250
356 106 -250
364 106 -215
382 106 -237
394 106 -245
409 106 -209
419 106 -235
3 107 -232
8 107 -244
9 107 -239
16 107 -245
19 107 -52
21 107 -184
23 107 -218
27 107 -214
43 107 -235
52 107 -234
66 107 -188
67 107 -211
68 107 -220
69 107 -232
71 107 -232
74 107 -214
76 107 -232
78 107 -220
84 107 -180
86 107 -212
94 107 -225
95 107 -185
101 107 -239
102 107 -234
123 107 -213
127 107 -227
128 107 -232
129 107 -247
136 107 -244
143 107 -200
157 107 -250
159 107 -184
162 107 -180
178 107 -230
180 107 -159
184 107 -192
204 107 -240
210 107 -214
213 107 -190
217 107 -184
237 107 -205
241 107 -239
247 107 -190
249 107 -250
263 107 -210
264 107 -194
266 107 -234
268 107 -230
274 107 -244
276 107 -184
286 107 -187
289 107 -215
290 107 -180
294 107 -235
296 107 -220
304 107 -220
305 107 -244
321 107 -217
323 107 -249
326 107 -240
342 107 -186
350 107 -240
352 107 -197
366 107 -245
381 107 -199
388 107 -197
393 107 -220
402 107 -214
415 107 -244
416 107 -249
418 107 -227
420 107 -215
421 107 -180
434 107 -196
440 107 -230
441 107 -244
444 107 -249
445 107 -244
449 107 -212
6 108 -185
27 108 -137
46 108 -185
67 108 -155
68 108 -165
74 108 -165
77 108 -135
78 108 -141
86 108 -130
102 108 -156
136 108 -235
158 108 -135
170 108 -155
184 108 -160
247 108 -165
258 108 -225
264 108 -225
266 108 -235
282 108 -105
294 108 -161
298 108 -185
303 108 -240
308 108 -205
315 108 -120
323 108 -160
326 108 -40
336 108 -185
342 108 -154
350 108 -158
402 108 -175
408 108 -250
434 108 -131
436 108 -175
440 108 -225
441 108 -161
6 109 -232
19 109 -240
27 109 -213
46 109 -240
52 109 -223
65 109 -135
67 109 -225
68 109 -213
71 109 -228
74 109 -48
76 109 -180
78 109 -198
86 109 -157
95 109 -155
100 109 -250
102 109 -158
123 109 -167
125 109 -241
127 109 -177
129 109 -192
143 109 -198
153 109 -164
162 109 -231
169 109 -233
184 109 -145
201 109 -214
217 109 -192
227 109 -239
237 109 -214
241 109 -206
247 109 -173
256 109 -222
264 109 -192
268 109 -139
280 109 -244
290 109 -173
294 109 -243
298 109 -243
309 109 -244
323 109 -240
326 109 -223
342 109 -235
350 109 -231
355 109 -224
361 109 -189
393 109 -201
396 109 -169
402 109 -189
415 109 -194
416 109 -193
434 109 -205
444 109 -200
451 109 -233
1 110 -187
15 110 -175
41 110 -171
63 110 -192
74 110 -170
76 110 -235
78 110 -245
86 110 -225
94 110 -245
95 110 -248
100 110 -196
101 110 -180
102 110 -118
103 110 -240
112 110 -156
125 110 -162
129 110 -246
134 110 -202
153 110 -185
157 110 -162
184 110 -213
201 110 -235
204 110 -210
221 110 -142
227 110 -230
240 110 -172
251 110 -185
257 110 -152
264 110 -220
268 110 -174
269 110 -45
270 110 -195
274 110 -192
290 110 -245
305 110 -176
321 110 -214
344 110 -214
354 110 -147
361 110 -223
389 110 -169
390 110 -171
393 110 -235
398 110 -152
402 110 -191
416 110 -226
417 110 -231
435 110 -200
437 110 -221
438 110 -204
451 110 -240
10 111 -201
13 111 -218
26 111 -232
38 111 -205
41 111 -217
45 111 -233
47 111 -214
53 111 -226
60 111 -189
63 111 -237
64 111 -236
72 111 -175
82 111 -163
94 111 -238
100 111 -85
101 111 -240
106 111 -243
125 111 -235
133 111 -227
145 111 -218
147 111 -240
151 111 -213
171 111 -238
204 111 -228
206 111 -226
228 111 -183
230 111 -192
238 111 -238
240 111 -214
243 111 -227
246 111 -222
260 111 -206
278 111 -240
301 111 -201
302 111 -239
304 111 -222
305 111 -231
306 111 -227
307 111 -222
313 111 -212
324 111 -85
325 111 -239
344 111 -211
348 111 -226
351 111 -211
356 111 -202
360 111 -233
366 111 -250
367 111 -227
368 111 -239
369 111 -239
370 111 -242
372 111 -232
382 111 -190
390 111 -227
396 111 -212
404 111 -192
419 111 -177
420 111 -226
444 111 -214
451 111 -244
452 111 -248
1 112 -239
36 112 -202
41 112 -217
49 112 -178
63 112 -182
74 112 -175
76 112 -224
78 112 -204
86 112 -227
94 112 -246
100 112 -190
101 112 -164
102 112 -187
110 112 -132
125 112 -222
127 112 -209
134 112 -229
150 112 -215
153 112 -169
167 112 -200
173 112 -207
184 112 -209
185 112 -239
204 112 -169
240 112 -244
257 112 -179
264 112 -222
269 112 -44
270 112 -219
274 112 -237
290 112 -217
305 112 -170
344 112 -212
349 112 -46
389 112 -207
390 112 -165
398 112 -150
402 112 -185
416 112 -245
434 112 -250
435 112 -233
437 112 -183
444 112 -250
451 112 -237
0 113 -80
35 113 -202
45 113 -222
57 113 -45
58 113 -210
61 113 -149
74 113 -221
88 113 -170
92 113 -159
100 113 -165
116 113 -230
138 113 -57
141 113 -75
154 113 -56
182 113 -227
203 113 -164
207 113 -67
235 113 -123
246 113 -200
262 113 -138
269 113 -165
287 113 -170
316 113 -214
320 113 -90
324 113 -197
328 113 -220
331 113 -202
347 113 -80
364 113 -135
368 113 -170
378 113 -64
383 113 -107
392 113 -240
399 113 -250
413 113 -240
416 113 -245
422 113 -227
428 113 -85
429 113 -89
442 113 -240
451 113 -122
453 113 -229
454 113 -95
26 114 -144
133 114 -181
186 114 -222
246 114 -58
278 114 -249
302 114 -243
306 114 -188
307 114 -166
311 114 -138
324 114 -158
331 114 -247
360 114 -227
368 114 -217
369 114 -179
370 114 -211
372 114 -203
455 114 -19
7 115 -50
8 115 -234
17 115 -216
19 115 -197
23 115 -95
26 115 -216
32 115 -223
33 115 -219
38 115 -244
45 115 -234
47 115 -234
53 115 -204
60 115 -225
72 115 -178
74 115 -188
81 115 -219
82 115 -219
90 115 -210
94 115 -98
100 115 -100
106 115 -240
127 115 -213
133 115 -211
145 115 -215
147 115 -240
149 115 -166
151 115 -240
152 115 -205
156 115 -239
168 115 -175
171 115 -235
172 115 -234
178 115 -119
182 115 -224
190 115 -242
202 115 -249
204 115 -240
206 115 -228
211 115 -203
222 115 -231
223 115 -214
224 115 -182
228 115 -180
230 115 -105
233 115 -211
236 115 -236
240 115 -236
241 115 -185
243 115 -204
245 115 -208
246 115 -110
248 115 -60
259 115 -244
260 115 -205
267 115 -50
269 115 -190
271 115 -249
278 115 -218
281 115 -233
293 115 -230
301 115 -225
302 115 -210
304 115 -175
305 115 -230
306 115 -160
307 115 -214
313 115 -223
324 115 -65
325 115 -241
337 115 -221
344 115 -237
348 115 -200
351 115 -225
356 115 -225
360 115 -211
364 115 -119
366 115 -90
367 115 -100
368 115 -210
369 115 -205
370 115 -220
372 115 -216
382 115 -210
388 115 -223
394 115 -248
396 115 -234
411 115 -206
419 115 -161
420 115 -180
422 115 -250
423 115 -191
424 115 -229
430 115 -245
432 115 -195
443 115 -212
444 115 -214
455 115 -192
7 116 -186
38 116 -190
47 116 -171
53 116 -212
56 116 -190
57 116 -247
60 116 -197
62 116 -188
80 116 -190
82 116 -185
100 116 -179
115 116 -240
152 116 -160
156 116 -195
172 116 -188
182 116 -165
192 116 -162
202 116 -195
230 116 -125
236 116 -221
243 116 -217
246 116 -212
271 116 -190
306 116 -203
307 116 -196
324 116 -184
328 116 -155
344 116 -205
348 116 -70
364 116 -61
367 116 -212
372 116 -225
383 116 -207
394 116 -195
399 116 -169
419 116 -212
428 116 -247
15 117 -210
19 117 -229
27 117 -156
28 117 -229
43 117 -210
46 117 -191
63 117 -225
65 117 -213
66 117 -205
67 117 -204
68 117 -206
69 117 -197
74 117 -195
76 117 -199
78 117 -80
84 117 -239
86 117 -160
95 117 -183
101 117 -220
102 117 -73
129 117 -184
143 117 -170
153 117 -165
157 117 -214
159 117 -197
162 117 -225
170 117 -197
180 117 -225
184 117 -190
201 117 -174
204 117 -235
227 117 -168
237 117 -194
244 117 -185
247 117 -200
251 117 -215
252 117 -204
256 117 -210
264 117 -229
268 117 -190
269 117 -219
274 117 -221
290 117 -214
292 117 -230
294 117 -160
296 117 -166
298 117 -197
305 117 -225
317 117 -217
323 117 -56
330 117 -212
336 117 -202
342 117 -192
350 117 -189
352 117 -229
354 117 -225
361 117 -176
363 117 -188
393 117 -188
402 117 -210
415 117 -190
417 117 -189
434 117 -156
438 117 -217
441 117 -160
449 117 -244
7 118 -245
72 118 -250
100 118 -145
238 118 -50
337 118 -230
6 119 -165
9 119 -176
11 119 -172
15 119 -202
16 119 -232
19 119 -203
27 119 -160
28 119 -242
40 119 -207
43 119 -202
46 119 -169
55 119 -189
63 119 -217
65 119 -192
67 119 -178
68 119 -170
71 119 -192
74 119 -145
76 119 -70
77 119 -145
78 119 -44
84 119 -209
86 119 -128
94 119 -243
95 119 -152
101 119 -212
102 119 -55
123 119 -198
127 119 -212
129 119 -153
143 119 -138
153 119 -138
157 119 -177
159 119 -220
162 119 -208
165 119 -135
169 119 -160
170 119 -170
180 119 -217
184 119 -155
190 119 -232
197 119 -130
201 119 -182
204 119 -203
217 119 -202
226 119 -164
227 119 -160
237 119 -187
241 119 -207
247 119 -173
251 119 -177
252 119 -204
256 119 -202
258 119 -231
264 119 -207
268 119 -158
269 119 -203
274 119 -213
280 119 -210
282 119 -115
285 119 -207
286 119 -207
290 119 -183
292 119 -203
293 119 -228
294 119 -165
295 119 -183
296 119 -227
298 119 -164
303 119 -214
304 119 -237
308 119 -235
315 119 -126
317 119 -210
323 119 -83
326 119 -39
330 119 -228
336 119 -190
342 119 -176
350 119 -159
352 119 -237
354 119 -222
361 119 -158
363 119 -222
379 119 -212
388 119 -238
393 119 -159
396 119 -217
402 119 -178
408 119 -228
415 119 -152
417 119 -175
418 119 -187
420 119 -237
434 119 -145
438 119 -214
441 119 -195
445 119 -184
27 120 -237
46 120 -237
78 120 -202
86 120 -172
94 120 -242
95 120 -187
101 120 -187
129 120 -172
153 120 -142
184 120 -192
204 120 -177
247 120 -192
251 120 -142
268 120 -62
269 120 -167
285 120 -162
290 120 -187
305 120 -177
326 120 -197
402 120 -192
416 120 -182
434 120 -237
7 121 -246
26 121 -197
35 121 -153
45 121 -162
47 121 -231
53 121 -196
100 121 -157
133 121 -178
182 121 -230
192 121 -222
199 121 -249
202 121 -232
230 121 -200
246 121 -189
261 121 -40
273 121 -239
278 121 -170
302 121 -177
306 121 -187
307 121 -189
316 121 -172
318 121 -137
324 121 -156
328 121 -223
331 121 -37
337 121 -236
360 121 -177
364 121 -113
367 121 -200
368 121 -79
369 121 -192
370 121 -173
372 121 -204
383 121 -60
394 121 -156
399 121 -242
428 121 -161
429 121 -210
433 121 -175
439 121 -180
453 121 -140
26 122 -219
53 122 -189
93 122 -25
133 122 -217
230 122 -188
246 122 -120
273 122 -145
278 122 -163
306 122 -176
307 122 -206
313 122 -241
324 122 -212
331 122 -140
345 122 -35
360 122 -56
367 122 -223
368 122 -73
370 122 -198
372 122 -190
383 122 -220
3 123 -200
5 123 -181
6 123 -243
8 123 -221
9 123 -222
11 123 -205
15 123 -198
16 123 -211
19 123 -75
20 123 -248
21 123 -191
23 123 -245
27 123 -227
32 123 -245
39 123 -227
40 123 -169
51 123 -181
52 123 -189
63 123 -174
66 123 -196
67 123 -207
68 123 -196
69 123 -214
74 123 -62
76 123 -55
78 123 -147
84 123 -205
85 123 -187
86 123 -197
90 123 -239
94 123 -107
95 123 -160
96 123 -231
100 123 -244
101 123 -220
102 123 -85
107 123 -185
109 123 -139
119 123 -202
127 123 -205
128 123 -196
129 123 -156
136 123 -234
139 123 -214
142 123 -183
143 123 -155
144 123 -194
153 123 -162
157 123 -152
159 123 -204
160 123 -225
162 123 -179
163 123 -209
170 123 -249
178 123 -215
190 123 -192
193 123 -191
201 123 -160
204 123 -196
215 123 -230
217 123 -217
221 123 -239
222 123 -249
227 123 -191
231 123 -225
233 123 -210
237 123 -145
240 123 -245
242 123 -220
245 123 -230
248 123 -240
249 123 -214
250 123 -209
251 123 -150
256 123 -218
264 123 -65
265 123 -184
268 123 -140
269 123 -174
272 123 -204
274 123 -158
276 123 -250
279 123 -224
284 123 -240
285 123 -202
286 123 -192
293 123 -214
294 123 -232
298 123 -223
304 123 -218
305 123 -198
308 123 -213
309 123 -241
314 123 -209
319 123 -234
323 123 -227
326 123 -209
342 123 -221
350 123 -217
352 123 -217
354 123 -170
355 123 -217
361 123 -191
366 123 -233
379 123 -245
381 123 -189
388 123 -235
393 123 -175
403 123 -212
406 123 -219
407 123 -214
408 123 -221
415 123 -191
416 123 -200
417 123 -192
418 123 -205
421 123 -225
434 123 -227
441 123 -237
443 123 -214
444 123 -215
445 123 -227
449 123 -203
14 124 -52
30 124 -76
37 124 -157
89 124 -171
105 124 -168
199 124 -189
208 124 -151
218 124 -154
220 124 -105
297 124 -120
383 124 -220
426 124 -153
15 125 -172
17 125 -199
19 125 -247
43 125 -218
47 125 -235
63 125 -164
65 125 -238
72 125 -196
74 125 -116
76 125 -222
78 125 -203
82 125 -192
86 125 -248
95 125 -235
100 125 -106
101 125 -182
102 125 -199
110 125 -162
111 125 -229
112 125 -141
115 125 -241
127 125 -239
152 125 -207
153 125 -193
157 125 -182
184 125 -198
